"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Height","Landing Performance Index","Landing Phase","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"sXraBET3hiTVt16X68y9","11/13/2024","14:36:59","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",634.664,0.384,177.606,-0.317,6565.5172,-4991.6514,1583,249.4233,1361.3517,214.4996,1594,251.1565,1288.761,203.0619,1581,249.1082,0.255,37.9464,0.145,21.5774,0.272,40.4762,0.596,0.672,104.8802,178.6894,548.2245,283.5696,1.7037,-0.9556,-1.6287,1.5647,2.7453,2.8309,-1198.2473,-18.5213,-1763.958,-27.2655,1892.4349,29.2514,55.2226,3572.6599,3.3877,824,770,3.5198,704.6345,656.7172,2.9728,814,767,1.0986,651.4596,637.3015,-5.6723,3096.5517,3468.9655,6.8493,2.1763,"1040",N/A,N/A,N/A,-3794.2769,2704,829.0462,426.0522,0.8876,1364,1340,-1.1835,409.6173,419.4288,"2.3345",0.8869,0.5716,196.9065,3.0436,1.6211,351.318,5.4303,2.762
"c41y13KU1N8vSSrdM5iq","11/13/2024","14:34:23","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",637.493,0.3574,172.0874,-0.3142,6823.9437,-5086.8934,1599,250.8263,1394.9014,218.8105,1645,258.042,1299.6015,203.8613,1599,250.8263,0.236,36.9327,0.142,22.2222,0.261,40.8451,0.578,0.639,107.057,173.5998,537.5665,280.6568,1.6216,-0.9706,-1.6614,1.5304,2.6482,2.7429,-1250.3044,-19.2402,-1968.6135,-30.2938,1851.8001,28.4962,52.8661,3435.4523,0.4255,826,819,0.1212,698.2958,696.6056,0.5629,804,795,1.401,658.9042,640.6973,-17.6471,2809.8592,4014.0845,0.3305,2.7526,"1060",N/A,N/A,N/A,-3369.5112,2518,819.7387,394.9847,-11.6759,1112,1406,-4.1664,392.7925,426.9462,"7.9864",0.9045,0.5594,197.581,3.0405,1.6474,339.9855,5.2318,2.6714
"BOjrzQGCp4thzf7KQeZc","11/13/2024","14:32:19","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",635.709,0.3597,172.1199,-0.2979,6246.4789,-5119.4481,1525,239.8896,1376.6056,216.5465,1567,246.4964,1289.8555,202.9003,1521,239.2604,0.262,39.2804,0.142,21.2894,0.263,39.4303,0.562,0.667,104.7518,172.7835,534.9975,277.5354,1.6495,-0.9167,-1.6175,1.524,2.6561,2.7571,-1179.7392,-18.2053,-2053.7645,-31.6928,1841.0905,28.411,54.488,3530.9411,5.2967,825,742,8.5534,747.1761,629.4296,5.194,800,721,4.2343,672.2357,617.6198,-14.5434,2669.0141,3577.4648,15.8436,8.1183,"N/A",N/A,N/A,N/A,-3872.238,2471,767.1376,388.6999,10.4816,1365,1106,2.5648,393.4065,373.7312,"N/A",0.8426,0.5391,195.0225,3.0095,1.6165,339.975,5.2464,2.6663
"nI0IInINe1fOUE1mgqTY","11/05/2024","15:04:37","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",634.961,0.3424,167.7278,-0.3112,7051.4706,-5123.5004,1594,251.039,1402.2206,220.8357,1623,255.6062,1268.1241,199.7168,1594,251.039,0.261,39.3665,0.136,20.5128,0.266,40.1207,0.543,0.663,103.8593,169.2059,528.3195,273.0652,1.6292,-0.9242,-1.618,1.5073,2.5914,2.6877,-1209.8412,-18.6918,-2247.7589,-34.7274,1777.1415,27.4564,51.2827,3319.3207,-0.6778,806,817,0.2528,702.8824,699.3382,-0.8783,790,804,0.5138,637.3195,630.8045,-22.6277,2727.9412,4323.5294,0.6174,1.0208,"N/A",N/A,N/A,N/A,-3951.4924,2117,765.8508,333.4063,-7.3217,981,1136,6.974,409.6307,356.2201,"N/A",0.819,0.5162,190.214,2.9388,1.6046,338.1055,5.2237,2.6142
"k14xm0dPnyKJ6uRDvhpd","11/05/2024","15:01:11","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",635.872,0.348,169.3443,-0.3101,5927.1523,-4903.2947,1521,239.1991,1300.7947,204.5686,1546,243.1307,1262.7519,198.5859,1519,238.8846,0.261,38.2698,0.151,22.1408,0.27,39.5894,0.55,0.682,99.9438,169.9986,537.6445,269.9424,1.7009,-0.9154,-1.5429,1.507,2.6126,2.7109,-1093.0042,-16.8625,-1557.2296,-24.0244,1780.5655,27.4699,52.0786,3375.6677,6.727,825,721,9.2618,710.6358,590.1589,6.3858,808,711,1.001,637.6963,625.0556,-8.6034,2708.6093,3218.543,17.0261,2.017,"N/A",N/A,N/A,N/A,-4134.1104,2588,753.0768,407.0002,-2.473,1262,1326,19.1871,448.7853,304.2915,"N/A",0.8065,0.5101,195.9605,3.0232,1.5419,341.684,5.2714,2.6227
"UNBX0BjpX3rWHB7v2tIn","11/05/2024","14:58:34","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",637.928,0.3241,164.0115,-0.3223,5105.5901,-4498.4703,1450,227.2984,1259.8075,197.4843,1451,227.4551,1226.5914,192.2774,1450,227.2984,0.255,36.6906,0.161,23.1655,0.279,40.1439,0.533,0.695,99.6996,164.9486,545.3365,264.6482,1.6545,-0.8875,-1.5384,1.4333,2.5222,2.6278,-1044.1125,-16.0563,-1689.2573,-25.9772,1658.5148,25.5045,50.1271,3259.6789,-0.0689,725,726,4.3194,657.1118,602.6957,-0.2759,723,727,-0.1803,612.19,614.4014,-18.7348,2074.5342,3031.0559,8.3712,-0.3723,"990",N/A,N/A,N/A,-3283.6299,3358,811.7202,526.3917,22.0965,2050,1308,8.8933,441.9545,369.7657,"16.352",0.7669,0.4665,202.406,3.1126,1.5332,342.9305,5.2736,2.5366
"sjzugoqLq9F3Xobv7S2c","11/02/2024","10:39:03","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",630.042,0.335,164.6708,-0.3269,3577.8894,-4102.5986,1341,212.843,1090.9698,173.1583,1346,213.6366,1173.2533,186.2183,1411,223.9533,0.268,34.7601,0.199,25.8106,0.304,39.4293,0.529,0.771,91.3616,165.7887,574.0615,257.1504,1.8146,-0.8998,-1.4306,1.4051,2.564,2.6509,-897.1674,-13.9692,-1203.1256,-18.7331,1582.3161,24.6373,50.0461,3214.1866,0.2972,675,671,2.5366,559.3216,531.6482,-0.9213,699,712,-0.6844,582.6118,590.6414,5.0562,1879.397,1698.4925,4.9426,-1.3578,"990",N/A,N/A,N/A,-4814.1757,2342,799.3414,371.7213,-0.7686,1162,1180,-0.0334,399.5374,399.804,"0.0744",0.6861,0.4346,216.74,3.3747,1.4225,357.3215,5.5636,2.5814
"CQLd1ReM7ydMrzlfTpPz","11/02/2024","10:36:12","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",628.817,0.3282,162.6412,-0.3399,4526.3158,-4113.3,1398,222.3222,1208.2807,192.1514,1431,227.5702,1211.5536,192.6719,1470,233.7723,0.253,35.9375,0.171,24.2898,0.28,39.7727,0.536,0.704,98.6973,163.8537,546.1475,262.551,1.6602,-0.9534,-1.5492,1.3715,2.5373,2.6189,-1049.3172,-16.3701,-1505.6639,-23.4894,1602.133,24.9944,50.6925,3249.3698,3.2844,739,692,3.2505,623.7778,584.5029,1.9048,749,721,4.1673,631.0214,580.5321,13.4367,2567.2515,1959.0643,6.2614,7.9968,"810",N/A,N/A,N/A,-3360.4022,2630,847.7975,418.2457,28.9734,1696,934,4.8264,444.358,403.4395,"9.1962",0.7614,0.4661,206.225,3.2173,1.5397,339.9225,5.303,2.5562
"ma9himTZeZGqqQADikv2","11/02/2024","10:33:34","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",628.943,0.3218,161.0821,-0.2931,3505.102,-4498.3475,1318,209.5579,1071.3265,170.3376,1334,212.1019,1164.0464,185.0798,1451,230.7045,0.275,35.5757,0.196,25.3558,0.302,39.0686,0.514,0.773,86.3562,162.2482,561.818,248.6044,1.8788,-0.854,-1.3556,1.3543,2.5125,2.6082,-837.6989,-13.0661,-1115.8515,-17.4046,1524.4233,23.7773,50.207,3218.8919,-3.8981,641,693,0.6153,538.9592,532.3673,-0.2068,724,727,-3.4465,561.9636,602.0828,-5.968,1647.9592,1857.1429,1.2477,-6.6935,"N/A",N/A,N/A,N/A,-4227.2868,2562,729.5713,407.3501,10.8509,1420,1142,-0.4987,362.9664,366.6049,"N/A",0.6649,0.4162,209.629,3.2697,1.3469,352.189,5.4933,2.5307
"MPRoazSpw4zJWxQpEHqT","11/01/2024","12:52:16","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",637.839,0.3274,164.8111,-0.3134,5289.7727,-4979.8206,1561,244.7326,1201.2045,188.3241,1561,244.7326,1242.1429,194.7424,1563,245.0462,0.261,36.7606,0.176,24.7887,0.273,38.4507,0.519,0.71,98.6738,165.7395,550.803,264.4133,1.6797,-0.9757,-1.5227,1.4477,2.5348,2.6214,-1050.5758,-16.1579,-1436.1354,-22.0878,1691.4644,26.0148,50.4647,3281.1747,0.9609,788,773,6.2901,638.3807,562.8239,0.9597,789,774,-0.2958,619.2344,622.9084,-5.9076,2488.6364,2801.1364,11.8807,-0.5935,"N/A",N/A,N/A,N/A,-4504.967,2140,808.7913,335.5079,4.486,1118,1022,1.3506,409.8574,398.9339,"N/A",0.731,0.4612,210.9335,3.2442,1.5176,339.8695,5.2272,2.5491
"myMci1ayUswF4iLGLPjZ","11/01/2024","12:49:51","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",636.991,0.3226,163.3922,-0.3335,5432.0988,-4532.3336,1512,237.366,1263.2099,198.3089,1521,238.7789,1256.3585,197.2333,1512,237.366,0.259,37.7551,0.162,23.6152,0.265,38.6297,0.53,0.686,100.995,164.8709,537.861,265.8658,1.6325,-0.9491,-1.569,1.4282,2.5163,2.5985,-1097.8961,-16.9082,-1528.122,-23.5339,1688.4869,26.0036,50.0746,3251.4821,5.194,800,721,3.8663,656.0247,607.1852,4.3651,789,723,2.065,641.1509,615.2075,3.4091,2808.642,2623.4568,7.4538,4.0362,"N/A",N/A,N/A,N/A,-2885.5862,1836,897.5315,288.2301,9.0414,1001,835,-3.5014,433.0525,464.479,"N/A",0.7726,0.4704,204.1875,3.1446,1.5554,333.6735,5.1387,2.5391
"H3G8tWTKw0TPrlRJWyd9","11/01/2024","12:47:07","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",634.724,0.3459,168.5466,-0.3183,5806.25,-4917.4358,1565,246.5639,1282.9188,202.1223,1570,247.3516,1256.9742,198.0348,1563,246.2488,0.263,37.8963,0.16,23.0548,0.271,39.049,0.532,0.694,103.2372,169.3993,546.2025,272.6365,1.6409,-0.9771,-1.5993,1.49,2.605,2.6944,-1137.3675,-17.5786,-1599.399,-24.7196,1758.7995,27.1832,51.9139,3358.9212,-0.1274,784,786,0.1077,642.15,640.7687,0.064,782,781,-0.8208,623.3284,633.6458,13.8859,3306.25,2500,0.1522,-1.622,"N/A",N/A,N/A,N/A,-3814.8022,1786,987.1916,281.3821,14.4457,1022,764,-6.7519,460.2689,526.9227,"N/A",0.7666,0.4984,204.793,3.1652,1.5956,341.4095,5.2767,2.6182
"k1r9Fxy0WT5tBiqsh6tE","10/30/2024","10:34:05","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",634.568,0.2863,153.3044,-0.3764,4716.6667,-3949.184,1487,234.3326,1212.8889,191.1362,1501,236.5389,1194.0547,188.1681,1485,234.0175,0.295,39.3858,0.18,24.032,0.274,36.5821,0.53,0.749,103.6643,154.0259,545.784,257.6901,1.4858,-0.9943,-1.6044,1.373,2.37,2.4643,-1093.4717,-16.9043,-1459.3985,-22.5613,1536.912,23.7596,45.4516,2940.0752,-0.5996,746,755,-0.4819,603.5222,609.3667,-2.2222,726,759,-1.3537,588.9453,605.1095,-0.8245,2338.8889,2377.7778,-0.9524,-2.6693,"N/A",N/A,N/A,N/A,-1716.0081,2318,732.8881,365.2879,-8.1104,1065,1253,-5.639,345.7803,387.1078,"N/A",0.7076,0.3822,217.8865,3.3684,1.6026,327.8975,5.0691,2.3811
"kzdNU2XezebDNzPWjfaZ","10/30/2024","10:32:02","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",626.827,0.3213,160.466,-0.3053,5467.5325,-4779.4095,1459,232.7596,1286.9416,205.3105,1522,242.8102,1200.2562,191.4813,1459,232.7596,0.253,36.7733,0.154,22.3837,0.281,40.843,0.516,0.688,101.2256,161.8501,535.7455,263.0758,1.5989,-0.9372,-1.5967,1.4211,2.5113,2.6114,-1116.3032,-17.4704,-1809.7048,-28.3223,1610.5665,25.2058,50.3904,3219.7824,-3.548,734,788,-1.6504,632.8506,654.0909,-6.1001,685,774,-3.5532,578.8043,621.452,3.8005,2837.6623,2629.8701,-3.267,-6.8731,"N/A",N/A,N/A,N/A,-3656.2328,2478,772.6324,395.3244,-3.067,1201,1277,4.2376,402.6869,369.9455,"N/A",0.75,0.4672,197.757,3.0949,1.5842,337.9885,5.2896,2.533
"fUzi5YG7yF3zuqWiB0no","10/30/2024","10:30:13","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",630.378,0.3373,165.2967,-0.3,5699.3464,-5018.2791,1505,238.7456,1275.9412,202.4089,1528,242.3942,1233.84,195.7302,1505,238.7456,0.257,37.5182,0.153,22.3358,0.275,40.146,0.525,0.685,98.3267,166.6881,534.8165,265.0147,1.6952,-0.9333,-1.5425,1.4271,2.5724,2.6645,-1087.9846,-16.9313,-1565.3093,-24.3595,1675.5381,26.0749,52.7468,3389.4393,2.7487,785,743,2.95,656.7908,619.1503,3.7874,781,724,4.9147,647.24,586.6,13.5321,3235.2941,2464.0523,5.6889,9.3705,"N/A",N/A,N/A,N/A,-4974.0889,2479,763.1471,393.2561,-4.0742,1189,1290,-18.7891,309.8792,453.2679,"N/A",0.7664,0.4924,194.7745,3.0311,1.5302,340.042,5.2918,2.594
"hl5SI6hcSDBm5fWKKV9F","10/30/2024","10:28:17","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",624.125,0.3675,170.8487,-0.3145,6428.5714,-4972.4119,1564,250.5908,1361.7075,218.1786,1611,258.1214,1249.9451,200.2716,1561,250.1102,0.284,40.3409,0.147,20.8807,0.273,38.7784,0.546,0.704,107.9346,171.6184,541.6855,279.553,1.59,-0.9762,-1.6995,1.5785,2.6854,2.7799,-1234.2505,-19.4,-2126.0713,-33.4176,1828.5021,28.7404,52.2167,3322.0941,-3.0416,781,830,-0.3372,678.5578,683.1497,-2.6265,760,801,0.3719,627.2967,622.6484,-13.0159,2795.9184,3632.6531,-0.6091,0.7205,"N/A",N/A,N/A,N/A,-5513.4302,2412,821.2247,386.461,14.3449,1379,1033,4.0506,427.2445,393.9801,"N/A",0.7756,0.5221,199.681,3.1386,1.6965,342.0045,5.3756,2.6975
"7L5kk7UEUj5bH5ufHHVM","10/21/2024","16:19:35","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",644.069,0.3368,168.7736,-0.3033,6531.0345,-5238.9544,1589,246.7127,1321.1103,205.1194,1609,249.818,1306.375,202.8315,1589,246.7127,0.268,40.0598,0.145,21.6741,0.256,38.2661,0.536,0.669,97.6875,170.3293,526.2885,268.0168,1.7436,-0.912,-1.5023,1.4811,2.5706,2.6584,-1098.3669,-16.7295,-1548.155,-23.5804,1804.47,27.4844,51.7331,3396.5033,-3.0454,780,829,-0.2741,658.7448,662.3655,-2.2026,777,812,-1.7313,641.8789,664.4961,-18.057,2675.8621,3855.1724,-0.4527,-3.3901,"980",N/A,N/A,N/A,-3483.6369,2313,822.6929,359.123,2.3779,1184,1129,1.7353,418.4847,404.2082,"3.4057",0.8012,0.5035,191.0775,2.9104,1.4879,335.211,5.1057,2.5943
"ot0whvhjq8OJsc56wwaZ","10/21/2024","16:18:04","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",641.099,0.3668,175.3177,-0.3411,6183.0065,-4650.0408,1586,247.3877,1333.6928,208.0323,1648,257.0586,1287.2169,200.7829,1586,247.3877,0.254,37.408,0.153,22.5331,0.272,40.0589,0.569,0.679,105.4809,176.5226,554.4705,282.0034,1.6735,-0.9798,-1.6232,1.5205,2.6827,2.7583,-1190.8214,-18.2218,-1684.0942,-25.7698,1842.5006,28.1937,53.1297,3472.1112,-0.2427,822,826,1.9617,679.9281,653.7647,0.1261,794,792,0.2105,644.9632,642.2537,-6.5539,2888.8889,3294.1176,3.891,0.4229,"960",N/A,N/A,N/A,-3067.3221,2843,841.4969,443.4573,-2.2863,1389,1454,1.5093,427.099,414.3979,"2.9624",0.838,0.5402,203.569,3.115,1.6141,350.9015,5.3694,2.7011
"PuhFjFa8UMFlUR58ozyk","10/21/2024","16:14:48","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",641.394,0.3729,176.815,-0.3185,6449.6644,-5028.4188,1601,249.6126,1308.651,204.0323,1610,251.0158,1301.0485,202.847,1600,249.4567,0.265,38.8563,0.149,21.8475,0.268,39.2962,0.561,0.682,98.9368,177.5624,543.9605,276.4992,1.7947,-0.9413,-1.5155,1.5221,2.7044,2.7724,-1107.6611,-16.9415,-1593.2274,-24.3681,1871.5121,28.6244,54.4682,3561.2186,4.9689,845,765,2.8017,672.6577,635.9933,3.875,831,769,2.301,665.4925,635.556,13.6316,3664.4295,2785.2349,5.4001,4.5062,"1130",N/A,N/A,N/A,-3942.8178,2945,809.8186,459.1562,-2.8183,1431,1514,-0.5876,402.5301,407.2885,"1.1706",0.8226,0.5466,194.5045,2.9749,1.5132,349.456,5.3449,2.7158
"GwhdHh4vA4adRSS9Nlov","10/18/2024","13:08:30","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",644.072,0.3172,163.8222,-0.3602,3929.3478,-3809.395,1372,213.0197,1190.9185,184.9046,1407,218.4538,1225.539,190.2798,1491,231.4959,0.266,36.3388,0.184,25.1366,0.282,38.5246,0.54,0.732,100.2478,164.6367,565.022,264.8844,1.6423,-0.917,-1.5301,1.3567,2.4952,2.5891,-1008.3341,-15.3582,-1445.4344,-22.0157,1601.3321,24.3902,49.7886,3268.8551,4.3355,734,673,3.4906,616.2446,574.6739,0.2012,747,744,-2.7737,595.773,629.766,-8.9903,1788.0435,2141.3043,6.7876,-5.3723,"1010",N/A,N/A,N/A,-2357.7058,3341,831.2089,518.7308,1.7659,1700,1641,-7.5306,384.3069,446.902,"14.0163",0.7377,0.4335,218.757,3.3319,1.5269,346.265,5.274,2.5076
"xxxndKPaPzxg1HO4B3oI","10/18/2024","13:04:48","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",640.736,0.335,167.443,-0.3048,4609.4675,-4690.6598,1430,223.1808,1204.9586,188.0585,1441,224.8976,1267.7753,197.8623,1482,231.2965,0.259,37.2662,0.169,24.3165,0.267,38.4173,0.527,0.695,94.9536,168.1135,542.428,263.0671,1.7705,-0.8678,-1.4547,1.4432,2.5636,2.6549,-964.9623,-14.7741,-1384.8702,-21.2031,1731.5602,26.5111,51.8695,3387.8332,4.372,752,689,1.8179,613.432,591.5266,-0.2699,739,743,1.0316,640.427,627.3483,-2.6958,2242.6036,2366.8639,3.594,2.0415,"940",N/A,N/A,N/A,-4567.8121,2265,836.1543,353.4997,3.3996,1171,1094,-8.2359,383.6447,452.5096,"15.2119",0.7583,0.482,203.238,3.1117,1.4538,339.19,5.1932,2.5739
"gR9RBaIzhFut2picaOrE","10/18/2024","13:00:58","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",645.101,0.3505,172.4319,-0.3078,5378.0488,-4944.1828,1522,235.932,1248.9451,193.6046,1538,238.4123,1265.3777,196.1519,1520,235.622,0.259,36.9472,0.164,23.3951,0.278,39.6576,0.551,0.701,98.5779,173.1814,556.894,271.7594,1.7568,-0.9217,-1.5012,1.4672,2.6222,2.707,-1046.3825,-15.9123,-1436.7859,-21.8491,1762.7408,26.8059,52.9846,3484.2429,5.3316,810,728,6.5524,665.3902,583.5549,4.3421,793,727,1.528,642.3561,623.0216,8.39,2914.6341,2463.4146,12.2973,3.0133,"1000",N/A,N/A,N/A,-3365.8262,2685,832.925,416.2139,1.527,1363,1322,6.071,441.746,391.179,"11.4544",0.786,0.4999,204.3745,3.1079,1.4991,352.5195,5.3607,2.6336
"FmeDBbNzVexaObC61DmN","10/16/2024","16:19:48","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",629.79,0.3586,170.2922,-0.3302,4916.6667,-4406.3746,1455,231.0294,1214.506,192.843,1480,234.999,1214.8801,192.9024,1455,231.0294,0.262,36.2881,0.168,23.2687,0.292,40.4432,0.563,0.722,97.8138,171.5508,559.068,269.3646,1.7539,-0.9618,-1.534,1.4553,2.6526,2.7268,-1055.3665,-16.439,-1473.4028,-22.9506,1692.7774,26.3678,53.2396,3417.9181,0.5405,744,736,2.2462,620.8929,593.6131,0.0687,728,727,0.3036,609.2842,605.5959,4.3584,2565.4762,2351.1905,4.3879,0.6106,"1260",N/A,N/A,N/A,-3301.332,2499,778.9579,396.7989,38.7755,1734,765,4.7034,407.7976,371.1603,"8.9734",0.7798,0.4967,203.6185,3.1717,1.5236,355.4495,5.5367,2.6722
"NZp2ACxO4iNSpTgcfSF8","10/16/2024","16:19:03","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",628.329,0.3399,165.3696,-0.3045,5401.2739,-4841.3361,1474,234.5905,1230.2994,195.805,1480,235.5454,1244.6245,198.0848,1514,240.9566,0.258,37.7193,0.157,22.9532,0.269,39.3275,0.532,0.684,94.0728,166.504,528.245,260.5768,1.7699,-0.8846,-1.4772,1.4328,2.5819,2.6703,-1000.9162,-15.6271,-1451.6639,-22.6646,1696.8206,26.4922,54.0833,3464.0268,0.5405,744,736,3.669,637.7197,592.5796,0.2642,759,755,1.5,631.6468,612.9777,-9.9057,2433.121,2968.1529,7.1368,2.9358,"1240",N/A,N/A,N/A,-4640.4167,2816,770.9492,448.1729,29.3324,1821,995,-7.7704,355.5218,415.4274,"14.4222",0.7778,0.4967,192.7205,3.0089,1.4687,335.5245,5.2385,2.5996
"R1HNsMD5PHAcB9BrcQtX","10/16/2024","16:12:13","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",632.348,0.3434,167.3241,-0.3129,5852.349,-4825.7214,1510,238.7926,1287.3087,203.576,1519,240.2158,1278.6038,202.1994,1510,238.7926,0.268,39.5864,0.149,22.0089,0.26,38.4047,0.562,0.677,97.1421,168.765,524.5375,265.9072,1.7373,-0.8954,-1.52,1.4762,2.5958,2.6783,-1066.003,-16.5376,-1631.3027,-25.3074,1771.8334,27.4875,51.4876,3318.8642,0.9875,767,752,-0.8441,638.2215,649.0872,0.7947,761,749,1.7143,650.2615,628.3423,-5.9633,2751.6779,3100.6711,-1.6481,3.3713,"1420",N/A,N/A,N/A,-2716.3417,3102,764.1211,490.5527,-6.5119,1450,1652,-0.7122,379.3394,384.7817,"1.4105",0.8301,0.5073,191.362,2.9687,1.507,333.1755,5.1688,2.6182
"ABloKXvCzvyZ1Joc4vu3","10/11/2024","12:47:45","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",643.537,0.3795,178.9965,-0.3272,5681.25,-4763.6281,1558,242.0995,1302.9313,202.4641,1575,244.7412,1303.8487,202.6066,1556,241.7887,0.263,37.8963,0.16,23.0548,0.271,39.049,0.577,0.694,105.0381,179.7055,562.108,284.7436,1.7109,-0.9709,-1.6026,1.5507,2.7286,2.8129,-1151.3163,-17.5505,-1629.9362,-24.8466,1902.2391,28.9975,54.4814,3573.983,2.3492,806,769,3.9253,677.0375,625.8937,0.6427,783,773,0.4871,655.0996,648.7491,-6.7107,2650,3031.25,7.5988,0.9606,"N/A",N/A,N/A,N/A,-3840.2045,2400,850.4995,372.9389,-6,1128,1272,5.1337,447.0807,403.4188,"N/A",0.8314,0.5468,208.004,3.1708,1.6012,354.104,5.3979,2.7394
"qtaQDlyXrg5RAGHviv0P","10/11/2024","12:46:14","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",645.566,0.3668,176.5575,-0.3185,6078.4314,-4952.8281,1577,244.2818,1322.9281,204.9253,1610,249.3936,1296.0147,200.7563,1577,244.2818,0.257,37.6833,0.153,22.434,0.272,39.8827,0.582,0.682,103.1634,177.6945,555.2235,280.8579,1.7225,-0.9492,-1.5756,1.5239,2.683,2.761,-1146.6252,-17.4241,-1710.0922,-25.9865,1857.6448,28.2287,53.0066,3488.1994,-3.6025,776,834,1.3547,670.4248,652.5033,-2.8535,766,811,0.2513,649.636,646.3787,-27.0968,2215.6863,3862.7451,2.7998,0.4803,"N/A",N/A,N/A,N/A,-3528.6625,2974,963.9943,460.681,-2.3537,1452,1522,3.4441,498.5974,465.3968,"N/A",0.8534,0.538,201.935,3.0686,1.5677,353.2885,5.3686,2.7002
"4w2HYQ3eT7cX2eyGp154","10/11/2024","12:44:50","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",644.459,0.3556,173.4946,-0.3152,5732.4841,-4916.3531,1550,240.5118,1291.1019,200.3389,1564,242.6842,1291.171,200.3496,1550,240.5118,0.258,37.7193,0.157,22.9532,0.269,39.3275,0.564,0.684,101.0649,174.722,550.3265,275.787,1.7288,-0.9268,-1.5477,1.4987,2.6409,2.7231,-1098.5234,-16.7218,-1778.3326,-27.0699,1820.5568,27.7126,51.7951,3402.6303,2.3018,800,764,5.7685,682.7898,608.3121,3.3548,801,749,2.3963,661.0558,630.1152,-22.6667,2216.5605,3515.9236,11.0187,4.6911,"N/A",N/A,N/A,N/A,-3511.1704,2815,902.8936,436.8005,-6.3588,1318,1497,1.7055,459.1462,443.7474,"N/A",0.8246,0.5197,202.245,3.0786,1.5384,348.0815,5.2985,2.6596
